# id	file_path	transparent_color_r	g	b
[TEXTURES]
1	Resources\Textures\Item\misc.png	176	224	248
5	Resources\Textures\Title\ui.png	255	127	39
10	Resources\Textures\Enemy\enemies1.png	3	26	100
20	Resources\Textures\Item\misc1.png	255	255	255
30	Resources\Textures\Enemy\enemy.png	255	255	255
40	Resources\Textures\Enemy\enemies.png	255	255	255
50	Resources\Textures\Enemy\enemies_custom_2.png	255	255	255
51	Resources\Textures\Enemy\enemies_custom.png	255	255	255
45	Resources\Textures\Enemy\enemies-5.png	0	255	255
46	Resources\Textures\Enemy\enemies-5_1.png	0	255	255
47	Resources\Textures\Item\effect.png	176	224	248

# id	left	top	width	height	texture_id
[SPRITES]
#FIRE BANG
30083	257	118	17	27	46
#KOOPA DIE
30084	256	125	17	27	45
#KOOPA DIE AND MOVE
30085	277	124	17	27	45
30086	257	185	17	27	45
30087	298	124	17	27	45
#KOOPA REVIAL
30088	73	116	19	27	45
30078	72	116	20	27	45
#KOOPA DIE UP
30089	256	154	17	27	45
#KOOPA DIE AND MOVE UP
30090	277	155	17	27	45
30091	277	185	17	27	45
30092	298	155	17	27	45
#KOOPA REVIAL UP
30093	298	185	19	27	45
30079	297	185	20	27	45
#KOOPA HAS WING WALKING LEFT
30094	147	129	16	27	45
30095	126	129	16	27	45
30096	105	129	16	27	45
#KOOPA HAS WING WLAKING RIGHT
30097	161	129	16	27	46
30098	182	129	16	27	46
30099	203	129	16	27	46

#CBRICK
40001	157	188	16	16	20
40002	176	188	16	16	20
40003	196	188	16	16	20
40004	215	188	16	16	20
40005	254	188	16	16	20
40006	353	286	16	17	20
40007	235	188	16	16	20

#MUSHROOM
50001	156	121	16	16	20

#LEAF RED
60001	180	121	16	16	20

#VENUS RED DOWN
70001	168	126	16	32	40
70002	151	126	16	32	40
#VENUS RED UP
70003	202	126	16	32	40
70004	185	126	16	32	40
#VENUS GREEN DOWN
70005	237	126	16	32	40
70006	220	126	16	32	40
#VENUS GREEN UP
70007	272	126	16	32	40
70008	255	126	16	32	40
#FIRE VENUS
70011	35	36	8	8	30
70012	50	37	8	8	30
70013	35	50	8	8	30
70014	50	50	8	8	30

#VENUS NO FIRE
70015	57	100	16	24	40
70016	38	101	16	23	40

#COIN
80001	290	101	14	16	20
80002	305	101	14	16	20
80003	315	101	14	16	20
80004	334	100	14	16	20
80005	351	100	14	16	20
80006	368	100	14	16	20

#============RED FIRE PIRANHA=============
# face up left
42001	201	126	16	32	51
42002	184	126	16	32	51
# face down left
42003	167	126	16	32	51
42004	150	126	16	32	51
# face up right
42005	222	126	16	32	50
42006	239	126	16	32	50
# face down right
42007	256	126	16	32	50
42008	273	126	16	32	50

#===========GREEN FIRE PIRANHA============
# face up left
42011	271	100	16	24	51
42012	254	100	16	24	51
# face down left
42013	237	100	16	24	51
42014	220	100	16	24	51
# face up right
42015	152	100	16	24	50
42016	169	100	16	24	50
# face down right
42017	186	100	16	24	50
42018	203	100	16	24	50

#MONEY
90001	294	101	8	14	20
90002	389	101	6	14	20
90003	318	101	7	14	20
90004	309	101	3	14	20

#BROKEN BRICK
41	274	188	16	16	20
42	293	188	16	16	20
43	312	188	16	16	20
44	331	188	16	16	20

#Effect Brick
50	37	120	8	8	47
51	48	120	8	8	47

#=====item P========
70	178	144	16	16	20
71	156	144	16	16	20
#pressed already
72	200	144	16	16	20

#==========Point=========
#100
63	11	223	11	8	47
#200
64	10	232	12	8	47
#400
65	10	241	12	8	47
#800
66	9	250	12	8	47
#1000
67	24	223	15	8	47
#2000
68	23	232	16	8	47
#4000
69	23	241	16	8	47
#8000
70	23	250	16	8	47


# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ==== GOOMBA  =========
# walk
301	30001	100	30002	100
# die
302	30003	100
# die fly
303	30004	100
#=====GOOMBA RED ======
#has wing walk
304	30005	100	30006	100
#has wing fly low
305	30007	100	30006	100	30008	100	30005	100
#has wing fly high
306	30007	75	30006	75	30008	75	30005	75
#no wing walk 
307	30009	100	30010	100
#no wing die
308	30011	100
#die fly
309	30012	100
#bang FIRE
90002	1111	100	1112	100	1113	100	1114	100	1114	100
#==========KOOPAS========
#=====Red Koopa==========
#walking left
780	30051	100	30050	100
#walking right
781	30052	100	30053	100
#die
782	30054	100
#die and move
783	30055	50	30056	50	30062	50	30054	50
#die up
784	30057	100
#revial up
785	30058	100	30065	100
#revial 
786	30059	100
#die and move up
787	30060	50	30061	50	30063	50	30058	50
#holding 
788	30054	100
#holding up
789	30057	100

#======Green Koopa======
#walking left
751	30081	100	30080	100
#walking right
752	30082	100	30083	100
#die
753	30084	100
#die and move
754	30085	50	30086	50	30086	50	30084	50
#revial
755	30088	100	30078	100
#die up
756	30089	100
#die and move up
757	30090	50	30091	50	30092	50	30089	50
#revial up
758	30093	100	30079	100
#has wing walking left
759	30094	100	30095	100	30096	100
#has wing wlaking right
760	30097	100	30098	100	30099	100

# ==== CBRICK  =========
401	40001	100	40002	100	40003	100	40004	100
402	40005	100
403	40006	100
404	40007	100

# ==== MUSHROOM  =========
501	50001	100

# ==== LEAF RED  =========
601	60001	100

# ==== VENUS RED MORE  =========
701	70002	100
# ==== VENUS RED UP  =========
702	70004	100
# ==== VENUS RED DOWN  =========
703	70001	100	70002	100
# ==== VENUS GREEN MORE  =========
704	70006	100
# ==== VENUS GREEN UP  =========
705	70008	100
# ==== VENUS GREEN DOWN  =========
706	70005	100	70006	100
# ==== FIRE VENUS  =========
710	70011	100	70012	100	70013	100	70014	100

# ==== VENUS NO FIRE  =========
711	70015	100	70016	100

# ==== COIN  =========
801	80001	150	80002	150	80003	150	80004	150	80005	150	80006	150
#coin die
802	80004	100

# ====== RED FIRE PIRANHA ======
# face up left
620	42001	200	42002	200
# face down left
621	42003	200	42004	200
# face up right
622	42005	200	42006	200
# face down right
623	42007	200	42008	200
# attack up left
624	42002	100
# attack down left
625	42004	100
# attack up right
626	42006	100
# attack down right
627	42008	100

# ====== GREEN FIRE PIRANHA =====
# face up left
720	42011	200	42012	200
# face down left
721	42013	200	42014	200
# face up right
722	42015	200	42016	200
# face down right
723	42017	200	42018	200
# attack up left
724	42012	100
# attack down left
725	42014	100
# attack up right
726	42016	100
# attack down right
727	42018	100

#=====MONEY=====
901	90001	35	90002	35	90003	35	90004	35

#=====Broken Brick=====
604	41	50	42	50	43	50	44	50

#=====Effect Brick====
605	50	30	51	30

#=====item P=======
406	70	450	71	150
# pressed already
407	72	100

#====point=====
#100
165	63	100
#200
166	64	100
#400
167	65	100
#800
168	66	100
#1000
169	67	100
#2000
170	68	100
#4000
171	69	100
#8000
172	70	100

# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# GOOMBA
2	301	302	303	304	305	306	307	308	309

#KOOPA
3	780	781	782	783	784	785	786	787	788	789	751	752	753	754	755	756	757	758	753	756	759	760
# CBRICK
4	401	404
5	402

# MUSHROOM
11	501

#LEAF RED
12	601

#VENUS RED
13	701	702	703	703	901
#VENUS GREEN
14	704	705	706	706	901
#FIRE VENUS
15	710
#VENUS NO FIRE
17	711	711	711	711
#MONEY
18	901
#COIN
16	801
# RED FIRE PIRANHA
70	620	621	622	623	624	625	626	627	90002
# GREEN FIRE PIRANHA
140	720	721	722	723	724	725	726	727	90002

#BrokenBrick
20	604	604	801	802	404

#Effect Brick
19	605

#item P
21	406	407

#Point
22	165	166	167	168	169	170	171	172

[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas

# KOOPAS
3	520	340	3	16	27
14	1420	300	3	16	27

# GOOMBA
#11	160	395	2	16	16	1
#11	270	390	2	16	16	1

# MUSHROOM
5	195	352	11	16	16

#LEAF RED
6	192	352	12	16	16

#VENUS 
#7	360	330	70	16	32
#9	1864	330	140	16	32
#VENUS NO FIRE
8	1800	370	17	16	24
#FIRE VENUS
#9	344	330	15	8	8
#MONEY
12	180	352	18	8	14

#COIN
10	1072	320	16	14	16
10	1104	288	16	14	16
10	1136	256	16	14	16
10	1168	224	16	14	16
10	1200	192	16	14	16
10	1328	80	16	14	16
10	1344	80	16	14	16
10	1360	80	16	14	16
10	1472	112	16	14	16
10	1488	112	16	14	16
10	1536	128	16	14	16
10	1552	128	16	14	16
10	1568	128	16	14	16
10	1584	128	16	14	16
10	1616	112	16	14	16
10	1632	112	16	14	16
10	1648	112	16	14	16
10	1664	112	16	14	16
10	1696	144	16	14	16
10	1728	112	16	14	16
10	1760	128	16	14	16
10	1808	96	16	14	16
10	1840	128	16	14	16

# CBRICK
4	176	352	4	16	16
4	192	352	4	16	16
4	224	304	4	16	16
4	240	304	4	16	16
4	416	320	4	16	16
4	656	384	4	16	16
4	704	352	4	16	16
4	1472	368	4	16	16
4	1440	128	4	16	16
#4	2256	368	5	16	16
#4	2272	368	5	16	16
#4	2256	304	5	16	16
#4	2272	304	5	16	16

#BRICKSTAND
15	1504	336	2	32	16
15	1568	400	5	48	16
15	1584	384	5	32	16
15	1600	368	5	16	16
15	1664	368	5	16	16
15	1664	384	5	32	16
15	1664	400	5	48	16
15	2256	304	5	32	16

# BRICK 
# --- platform (hint: I created the list using Excel!) ----
1	0	272	21	16	144
1	0	416	22	624	16
1	240	368	23	48	0
1	272	336	24	48	0
1	352	368	25	32	48
1	400	368	24	80	0
1	464	336	24	64	0
1	512	384	24	96	0
1	512	304	24	64	0
1	624	400	22	464	16
1	1152	416	22	352	16
1	1536	416	22	80	16
1	1664	416	22	576	16
1	2256	416	22	576	16
1	1264	384	22	112	0
1	1296	352	22	112	0
1	1328	320	22	112	0
1	1792	384	22	32	32
1	1856	368	22	32	48
1	2256	368	22	32	48
1	2256	112	22	32	192
1	2320	384	22	32	32
1	2144	368	22	48	0
1	2176	272	22	48	0
1	1312	144	22	64	0
1	1408	192	22	64	0
1	1488	176	22	208	0

#BrokenBrick
13	1952	400	20	1
13	1968	400	20	1
13	1984	400	20	1
13	2000	400	20	1
#13	2016	400	20	1
#13	2032	400	20	1
#13	2048	400	20	1
#13	1968	384	20	1
#13	1984	384	20	1
#13	2000	384	20	1
#13	2016	384	20	1
#13	2032	384	20	1
#13	1984	368	20	1
#13	2000	368	20	1
#13	2016	368	20	1
13	2032	368	20	1
#13	2096	400	20	1
#13	2112	400	20	1
#13	2096	384	20	1
#P
16	2032	373	21
#16	2032	350	21
#Gate
#2	700	400	1	200	300	0	1

[TILEMAP]
#tile id	file_texture	file_path	num row on tex	num col on tex	num row on tilemap	num col tilemap	tile size
1000	Resources\TileMap\Map2.png	Resources\TileMap\loadmap3.txt	41	176	41	176	16	16
